,pq_id,passage,question,text
677,7:73-79_115,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب أليم. واذكروا إذ جعلكم خلفاء من بعد عاد وبوأكم في الأرض تتخذون من سهولها قصورا وتنحتون الجبال بيوتا فاذكروا آلاء الله ولا تعثوا في الأرض مفسدين. قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحا مرسل من ربه قالوا إنا بما أرسل به مؤمنون. قال الذين استكبروا إنا بالذي آمنتم به كافرون. فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالة ربي ونصحت لكم ولكن لا تحبون الناصحين.,عقر ناقه,قال الذين استكبروا إنا بالذي آمنتم به كافرون. فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين
678,11:61-68_115,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره هو أنشأكم من الأرض واستعمركم فيها فاستغفروه ثم توبوا إليه إن ربي قريب مجيب. قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب. قال يا قوم أرأيتم إن كنت على بينة من ربي وآتاني منه رحمة فمن ينصرني من الله إن عصيته فما تزيدونني غير تخسير. ويا قوم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب قريب. فعقروها فقال تمتعوا في داركم ثلاثة أيام ذلك وعد غير مكذوب. فلما جاء أمرنا نجينا صالحا والذين آمنوا معه برحمة منا ومن خزي يومئذ إن ربك هو القوي العزيز. وأخذ الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين. كأن لم يغنوا فيها ألا إن ثمود كفروا ربهم ألا بعدا لثمود.,عقر ناقه,قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب. قال يا قوم أرأيتم إن كنت على بينة من ربي وآتاني منه رحمة فمن ينصرني من الله إن عصيته فما تزيدونني غير تخسير
679,17:59-60_115,وما منعنا أن نرسل بالآيات إلا أن كذب بها الأولون وآتينا ثمود الناقة مبصرة فظلموا بها وما نرسل بالآيات إلا تخويفا. وإذ قلنا لك إن ربك أحاط بالناس وما جعلنا الرؤيا التي أريناك إلا فتنة للناس والشجرة الملعونة في القرآن ونخوفهم فما يزيدهم إلا طغيانا كبيرا.,عقر ناقه,ثمود
680,54:23-32_115,كذبت ثمود بالنذر. فقالوا أبشرا منا واحدا نتبعه إنا إذا لفي ضلال وسعر. أألقي الذكر عليه من بيننا بل هو كذاب أشر. سيعلمون غدا من الكذاب الأشر. إنا مرسلو الناقة فتنة لهم فارتقبهم واصطبر. ونبئهم أن الماء قسمة بينهم كل شرب محتضر. فنادوا صاحبهم فتعاطى فعقر. فكيف كان عذابي ونذر. إنا أرسلنا عليهم صيحة واحدة فكانوا كهشيم المحتظر. ولقد يسرنا القرآن للذكر فهل من مدكر.,عقر ناقه,ثمود
681,91:1-15_115,والشمس وضحاها. والقمر إذا تلاها. والنهار إذا جلاها. والليل إذا يغشاها. والسماء وما بناها. والأرض وما طحاها. ونفس وما سواها. فألهمها فجورها وتقواها. قد أفلح من زكاها. وقد خاب من دساها. كذبت ثمود بطغواها. إذ انبعث أشقاها. فقال لهم رسول الله ناقة الله وسقياها. فكذبوه فعقروها فدمدم عليهم ربهم بذنبهم فسواها. ولا يخاف عقباها.,عقر ناقه,ثمود
682,7:73-79_225,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب أليم. واذكروا إذ جعلكم خلفاء من بعد عاد وبوأكم في الأرض تتخذون من سهولها قصورا وتنحتون الجبال بيوتا فاذكروا آلاء الله ولا تعثوا في الأرض مفسدين. قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحا مرسل من ربه قالوا إنا بما أرسل به مؤمنون. قال الذين استكبروا إنا بالذي آمنتم به كافرون. فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالة ربي ونصحت لكم ولكن لا تحبون الناصحين.,لماذا الله معجزة سيد صالح ناقه,قد جاءتكم بينة من ربكم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب أليم
683,11:61-68_225,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره هو أنشأكم من الأرض واستعمركم فيها فاستغفروه ثم توبوا إليه إن ربي قريب مجيب. قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب. قال يا قوم أرأيتم إن كنت على بينة من ربي وآتاني منه رحمة فمن ينصرني من الله إن عصيته فما تزيدونني غير تخسير. ويا قوم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب قريب. فعقروها فقال تمتعوا في داركم ثلاثة أيام ذلك وعد غير مكذوب. فلما جاء أمرنا نجينا صالحا والذين آمنوا معه برحمة منا ومن خزي يومئذ إن ربك هو القوي العزيز. وأخذ الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين. كأن لم يغنوا فيها ألا إن ثمود كفروا ربهم ألا بعدا لثمود.,لماذا الله معجزة سيد صالح ناقه,قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب
684,17:59-60_225,وما منعنا أن نرسل بالآيات إلا أن كذب بها الأولون وآتينا ثمود الناقة مبصرة فظلموا بها وما نرسل بالآيات إلا تخويفا. وإذ قلنا لك إن ربك أحاط بالناس وما جعلنا الرؤيا التي أريناك إلا فتنة للناس والشجرة الملعونة في القرآن ونخوفهم فما يزيدهم إلا طغيانا كبيرا.,لماذا الله معجزة سيد صالح ناقه,ما نرسل بالآيات إلا تخويفا
685,54:23-32_225,كذبت ثمود بالنذر. فقالوا أبشرا منا واحدا نتبعه إنا إذا لفي ضلال وسعر. أألقي الذكر عليه من بيننا بل هو كذاب أشر. سيعلمون غدا من الكذاب الأشر. إنا مرسلو الناقة فتنة لهم فارتقبهم واصطبر. ونبئهم أن الماء قسمة بينهم كل شرب محتضر. فنادوا صاحبهم فتعاطى فعقر. فكيف كان عذابي ونذر. إنا أرسلنا عليهم صيحة واحدة فكانوا كهشيم المحتظر. ولقد يسرنا القرآن للذكر فهل من مدكر.,لماذا الله معجزة سيد صالح ناقه,إنا مرسلو الناقة فتنة لهم فارتقبهم واصطبر
686,7:80-84_397,ولوطا إذ قال لقومه أتأتون الفاحشة ما سبقكم بها من أحد من العالمين. إنكم لتأتون الرجال شهوة من دون النساء بل أنتم قوم مسرفون. وما كان جواب قومه إلا أن قالوا أخرجوهم من قريتكم إنهم أناس يتطهرون. فأنجيناه وأهله إلا امرأته كانت من الغابرين. وأمطرنا عليهم مطرا فانظر كيف كان عاقبة المجرمين.,موقف قرآن مثلي جنسية,إنكم لتأتون الرجال شهوة من دون النساء بل أنتم قوم مسرفون
687,26:160-175_397,كذبت قوم لوط المرسلين. إذ قال لهم أخوهم لوط ألا تتقون. إني لكم رسول أمين. فاتقوا الله وأطيعون. وما أسألكم عليه من أجر إن أجري إلا على رب العالمين. أتأتون الذكران من العالمين. وتذرون ما خلق لكم ربكم من أزواجكم بل أنتم قوم عادون. قالوا لئن لم تنته يا لوط لتكونن من المخرجين. قال إني لعملكم من القالين. رب نجني وأهلي مما يعملون. فنجيناه وأهله أجمعين. إلا عجوزا في الغابرين. ثم دمرنا الآخرين. وأمطرنا عليهم مطرا فساء مطر المنذرين. إن في ذلك لآية وما كان أكثرهم مؤمنين. وإن ربك لهو العزيز الرحيم.,موقف قرآن مثلي جنسية,أتأتون الذكران من العالمين. وتذرون ما خلق لكم ربكم من أزواجكم بل أنتم قوم عادون
688,27:54-58_397,ولوطا إذ قال لقومه أتأتون الفاحشة وأنتم تبصرون. أئنكم لتأتون الرجال شهوة من دون النساء بل أنتم قوم تجهلون. فما كان جواب قومه إلا أن قالوا أخرجوا آل لوط من قريتكم إنهم أناس يتطهرون. فأنجيناه وأهله إلا امرأته قدرناها من الغابرين. وأمطرنا عليهم مطرا فساء مطر المنذرين.,موقف قرآن مثلي جنسية,لوطا إذ قال لقومه أتأتون الفاحشة وأنتم تبصرون. أئنكم لتأتون الرجال شهوة من دون النساء بل أنتم قوم تجهلون. فما كان جواب قومه إلا أن قالوا أخرجوا آل لوط من قريتكم إنهم أناس يتطهرون. فأنجيناه وأهله إلا امرأته قدرناها من الغابرين. وأمطرنا عليهم مطرا فساء مطر المنذرين
689,29:28-35_397,ولوطا إذ قال لقومه إنكم لتأتون الفاحشة ما سبقكم بها من أحد من العالمين. أئنكم لتأتون الرجال وتقطعون السبيل وتأتون في ناديكم المنكر فما كان جواب قومه إلا أن قالوا ائتنا بعذاب الله إن كنت من الصادقين. قال رب انصرني على القوم المفسدين. ولما جاءت رسلنا إبراهيم بالبشرى قالوا إنا مهلكو أهل هذه القرية إن أهلها كانوا ظالمين. قال إن فيها لوطا قالوا نحن أعلم بمن فيها لننجينه وأهله إلا امرأته كانت من الغابرين. ولما أن جاءت رسلنا لوطا سيء بهم وضاق بهم ذرعا وقالوا لا تخف ولا تحزن إنا منجوك وأهلك إلا امرأتك كانت من الغابرين. إنا منزلون على أهل هذه القرية رجزا من السماء بما كانوا يفسقون. ولقد تركنا منها آية بينة لقوم يعقلون.,موقف قرآن مثلي جنسية,لوطا إذ قال لقومه إنكم لتأتون الفاحشة ما سبقكم بها من أحد من العالمين. أئنكم لتأتون الرجال
690,54:33-42_397,كذبت قوم لوط بالنذر. إنا أرسلنا عليهم حاصبا إلا آل لوط نجيناهم بسحر. نعمة من عندنا كذلك نجزي من شكر. ولقد أنذرهم بطشتنا فتماروا بالنذر. ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر. ولقد صبحهم بكرة عذاب مستقر. فذوقوا عذابي ونذر. ولقد يسرنا القرآن للذكر فهل من مدكر. ولقد جاء آل فرعون النذر. كذبوا بآياتنا كلها فأخذناهم أخذ عزيز مقتدر.,موقف قرآن مثلي جنسية,كذبت قوم لوط بالنذر. إنا أرسلنا عليهم حاصبا إلا آل لوط نجيناهم بسحر. نعمة من عندنا كذلك نجزي من شكر. ولقد أنذرهم بطشتنا فتماروا بالنذر. ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر
691,54:33-42_397,كذبت قوم لوط بالنذر. إنا أرسلنا عليهم حاصبا إلا آل لوط نجيناهم بسحر. نعمة من عندنا كذلك نجزي من شكر. ولقد أنذرهم بطشتنا فتماروا بالنذر. ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر. ولقد صبحهم بكرة عذاب مستقر. فذوقوا عذابي ونذر. ولقد يسرنا القرآن للذكر فهل من مدكر. ولقد جاء آل فرعون النذر. كذبوا بآياتنا كلها فأخذناهم أخذ عزيز مقتدر.,موقف قرآن مثلي جنسية,لقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر
692,7:85-93_101,وإلى مدين أخاهم شعيبا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ذلكم خير لكم إن كنتم مؤمنين. ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا واذكروا إذ كنتم قليلا فكثركم وانظروا كيف كان عاقبة المفسدين. وإن كان طائفة منكم آمنوا بالذي أرسلت به وطائفة لم يؤمنوا فاصبروا حتى يحكم الله بيننا وهو خير الحاكمين. قال الملأ الذين استكبروا من قومه لنخرجنك يا شعيب والذين آمنوا معك من قريتنا أو لتعودن في ملتنا قال أولو كنا كارهين. قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا وسع ربنا كل شيء علما على الله توكلنا ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين. وقال الملأ الذين كفروا من قومه لئن اتبعتم شعيبا إنكم إذا لخاسرون. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. الذين كذبوا شعيبا كأن لم يغنوا فيها الذين كذبوا شعيبا كانوا هم الخاسرين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالات ربي ونصحت لكم فكيف آسى على قوم كافرين.,قوم شعيب,مدين
693,11:84-94_101,وإلى مدين أخاهم شعيبا قال يا قوم اعبدوا الله ما لكم من إله غيره ولا تنقصوا المكيال والميزان إني أراكم بخير وإني أخاف عليكم عذاب يوم محيط. ويا قوم أوفوا المكيال والميزان بالقسط ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين. بقيت الله خير لكم إن كنتم مؤمنين وما أنا عليكم بحفيظ. قالوا يا شعيب أصلاتك تأمرك أن نترك ما يعبد آباؤنا أو أن نفعل في أموالنا ما نشاء إنك لأنت الحليم الرشيد. قال يا قوم أرأيتم إن كنت على بينة من ربي ورزقني منه رزقا حسنا وما أريد أن أخالفكم إلى ما أنهاكم عنه إن أريد إلا الإصلاح ما استطعت وما توفيقي إلا بالله عليه توكلت وإليه أنيب. ويا قوم لا يجرمنكم شقاقي أن يصيبكم مثل ما أصاب قوم نوح أو قوم هود أو قوم صالح وما قوم لوط منكم ببعيد. واستغفروا ربكم ثم توبوا إليه إن ربي رحيم ودود. قالوا يا شعيب ما نفقه كثيرا مما تقول وإنا لنراك فينا ضعيفا ولولا رهطك لرجمناك وما أنت علينا بعزيز. قال يا قوم أرهطي أعز عليكم من الله واتخذتموه وراءكم ظهريا إن ربي بما تعملون محيط. ويا قوم اعملوا على مكانتكم إني عامل سوف تعلمون من يأتيه عذاب يخزيه ومن هو كاذب وارتقبوا إني معكم رقيب. ولما جاء أمرنا نجينا شعيبا والذين آمنوا معه برحمة منا وأخذت الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين.,قوم شعيب,مدين
694,26:176-191_101,كذب أصحاب الأيكة المرسلين. إذ قال لهم شعيب ألا تتقون. إني لكم رسول أمين. فاتقوا الله وأطيعون. وما أسألكم عليه من أجر إن أجري إلا على رب العالمين. أوفوا الكيل ولا تكونوا من المخسرين. وزنوا بالقسطاس المستقيم. ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين. واتقوا الذي خلقكم والجبلة الأولين. قالوا إنما أنت من المسحرين. وما أنت إلا بشر مثلنا وإن نظنك لمن الكاذبين. فأسقط علينا كسفا من السماء إن كنت من الصادقين. قال ربي أعلم بما تعملون. فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم. إن في ذلك لآية وما كان أكثرهم مؤمنين. وإن ربك لهو العزيز الرحيم.,قوم شعيب,أصحاب الأيكة
695,29:36-40_101,وإلى مدين أخاهم شعيبا فقال يا قوم اعبدوا الله وارجوا اليوم الآخر ولا تعثوا في الأرض مفسدين. فكذبوه فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. وعادا وثمود وقد تبين لكم من مساكنهم وزين لهم الشيطان أعمالهم فصدهم عن السبيل وكانوا مستبصرين. وقارون وفرعون وهامان ولقد جاءهم موسى بالبينات فاستكبروا في الأرض وما كانوا سابقين. فكلا أخذنا بذنبه فمنهم من أرسلنا عليه حاصبا ومنهم من أخذته الصيحة ومنهم من خسفنا به الأرض ومنهم من أغرقنا وما كان الله ليظلمهم ولكن كانوا أنفسهم يظلمون.,قوم شعيب,مدين
696,7:85-93_245,وإلى مدين أخاهم شعيبا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ذلكم خير لكم إن كنتم مؤمنين. ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا واذكروا إذ كنتم قليلا فكثركم وانظروا كيف كان عاقبة المفسدين. وإن كان طائفة منكم آمنوا بالذي أرسلت به وطائفة لم يؤمنوا فاصبروا حتى يحكم الله بيننا وهو خير الحاكمين. قال الملأ الذين استكبروا من قومه لنخرجنك يا شعيب والذين آمنوا معك من قريتنا أو لتعودن في ملتنا قال أولو كنا كارهين. قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا وسع ربنا كل شيء علما على الله توكلنا ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين. وقال الملأ الذين كفروا من قومه لئن اتبعتم شعيبا إنكم إذا لخاسرون. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. الذين كذبوا شعيبا كأن لم يغنوا فيها الذين كذبوا شعيبا كانوا هم الخاسرين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالات ربي ونصحت لكم فكيف آسى على قوم كافرين.,لماذا أهل الله قوم شعيب,قال الملأ الذين استكبروا من قومه لنخرجنك يا شعيب والذين آمنوا معك من قريتنا أو لتعودن في ملتنا
697,7:85-93_245,وإلى مدين أخاهم شعيبا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ذلكم خير لكم إن كنتم مؤمنين. ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا واذكروا إذ كنتم قليلا فكثركم وانظروا كيف كان عاقبة المفسدين. وإن كان طائفة منكم آمنوا بالذي أرسلت به وطائفة لم يؤمنوا فاصبروا حتى يحكم الله بيننا وهو خير الحاكمين. قال الملأ الذين استكبروا من قومه لنخرجنك يا شعيب والذين آمنوا معك من قريتنا أو لتعودن في ملتنا قال أولو كنا كارهين. قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا وسع ربنا كل شيء علما على الله توكلنا ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين. وقال الملأ الذين كفروا من قومه لئن اتبعتم شعيبا إنكم إذا لخاسرون. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. الذين كذبوا شعيبا كأن لم يغنوا فيها الذين كذبوا شعيبا كانوا هم الخاسرين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالات ربي ونصحت لكم فكيف آسى على قوم كافرين.,لماذا أهل الله قوم شعيب,قال الملأ الذين كفروا من قومه لئن اتبعتم شعيبا إنكم إذا لخاسرون
698,11:84-94_245,وإلى مدين أخاهم شعيبا قال يا قوم اعبدوا الله ما لكم من إله غيره ولا تنقصوا المكيال والميزان إني أراكم بخير وإني أخاف عليكم عذاب يوم محيط. ويا قوم أوفوا المكيال والميزان بالقسط ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين. بقيت الله خير لكم إن كنتم مؤمنين وما أنا عليكم بحفيظ. قالوا يا شعيب أصلاتك تأمرك أن نترك ما يعبد آباؤنا أو أن نفعل في أموالنا ما نشاء إنك لأنت الحليم الرشيد. قال يا قوم أرأيتم إن كنت على بينة من ربي ورزقني منه رزقا حسنا وما أريد أن أخالفكم إلى ما أنهاكم عنه إن أريد إلا الإصلاح ما استطعت وما توفيقي إلا بالله عليه توكلت وإليه أنيب. ويا قوم لا يجرمنكم شقاقي أن يصيبكم مثل ما أصاب قوم نوح أو قوم هود أو قوم صالح وما قوم لوط منكم ببعيد. واستغفروا ربكم ثم توبوا إليه إن ربي رحيم ودود. قالوا يا شعيب ما نفقه كثيرا مما تقول وإنا لنراك فينا ضعيفا ولولا رهطك لرجمناك وما أنت علينا بعزيز. قال يا قوم أرهطي أعز عليكم من الله واتخذتموه وراءكم ظهريا إن ربي بما تعملون محيط. ويا قوم اعملوا على مكانتكم إني عامل سوف تعلمون من يأتيه عذاب يخزيه ومن هو كاذب وارتقبوا إني معكم رقيب. ولما جاء أمرنا نجينا شعيبا والذين آمنوا معه برحمة منا وأخذت الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين.,لماذا أهل الله قوم شعيب,أرهطي أعز عليكم من الله واتخذتموه وراءكم ظهريا
699,11:84-94_245,وإلى مدين أخاهم شعيبا قال يا قوم اعبدوا الله ما لكم من إله غيره ولا تنقصوا المكيال والميزان إني أراكم بخير وإني أخاف عليكم عذاب يوم محيط. ويا قوم أوفوا المكيال والميزان بالقسط ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين. بقيت الله خير لكم إن كنتم مؤمنين وما أنا عليكم بحفيظ. قالوا يا شعيب أصلاتك تأمرك أن نترك ما يعبد آباؤنا أو أن نفعل في أموالنا ما نشاء إنك لأنت الحليم الرشيد. قال يا قوم أرأيتم إن كنت على بينة من ربي ورزقني منه رزقا حسنا وما أريد أن أخالفكم إلى ما أنهاكم عنه إن أريد إلا الإصلاح ما استطعت وما توفيقي إلا بالله عليه توكلت وإليه أنيب. ويا قوم لا يجرمنكم شقاقي أن يصيبكم مثل ما أصاب قوم نوح أو قوم هود أو قوم صالح وما قوم لوط منكم ببعيد. واستغفروا ربكم ثم توبوا إليه إن ربي رحيم ودود. قالوا يا شعيب ما نفقه كثيرا مما تقول وإنا لنراك فينا ضعيفا ولولا رهطك لرجمناك وما أنت علينا بعزيز. قال يا قوم أرهطي أعز عليكم من الله واتخذتموه وراءكم ظهريا إن ربي بما تعملون محيط. ويا قوم اعملوا على مكانتكم إني عامل سوف تعلمون من يأتيه عذاب يخزيه ومن هو كاذب وارتقبوا إني معكم رقيب. ولما جاء أمرنا نجينا شعيبا والذين آمنوا معه برحمة منا وأخذت الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين.,لماذا أهل الله قوم شعيب,أخذت الذين ظلموا الصيحة
700,11:84-94_245,وإلى مدين أخاهم شعيبا قال يا قوم اعبدوا الله ما لكم من إله غيره ولا تنقصوا المكيال والميزان إني أراكم بخير وإني أخاف عليكم عذاب يوم محيط. ويا قوم أوفوا المكيال والميزان بالقسط ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين. بقيت الله خير لكم إن كنتم مؤمنين وما أنا عليكم بحفيظ. قالوا يا شعيب أصلاتك تأمرك أن نترك ما يعبد آباؤنا أو أن نفعل في أموالنا ما نشاء إنك لأنت الحليم الرشيد. قال يا قوم أرأيتم إن كنت على بينة من ربي ورزقني منه رزقا حسنا وما أريد أن أخالفكم إلى ما أنهاكم عنه إن أريد إلا الإصلاح ما استطعت وما توفيقي إلا بالله عليه توكلت وإليه أنيب. ويا قوم لا يجرمنكم شقاقي أن يصيبكم مثل ما أصاب قوم نوح أو قوم هود أو قوم صالح وما قوم لوط منكم ببعيد. واستغفروا ربكم ثم توبوا إليه إن ربي رحيم ودود. قالوا يا شعيب ما نفقه كثيرا مما تقول وإنا لنراك فينا ضعيفا ولولا رهطك لرجمناك وما أنت علينا بعزيز. قال يا قوم أرهطي أعز عليكم من الله واتخذتموه وراءكم ظهريا إن ربي بما تعملون محيط. ويا قوم اعملوا على مكانتكم إني عامل سوف تعلمون من يأتيه عذاب يخزيه ومن هو كاذب وارتقبوا إني معكم رقيب. ولما جاء أمرنا نجينا شعيبا والذين آمنوا معه برحمة منا وأخذت الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين.,لماذا أهل الله قوم شعيب,قالوا يا شعيب ما نفقه كثيرا مما تقول وإنا لنراك فينا ضعيفا ولولا رهطك لرجمناك وما أنت علينا بعزيز
701,26:176-191_245,كذب أصحاب الأيكة المرسلين. إذ قال لهم شعيب ألا تتقون. إني لكم رسول أمين. فاتقوا الله وأطيعون. وما أسألكم عليه من أجر إن أجري إلا على رب العالمين. أوفوا الكيل ولا تكونوا من المخسرين. وزنوا بالقسطاس المستقيم. ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين. واتقوا الذي خلقكم والجبلة الأولين. قالوا إنما أنت من المسحرين. وما أنت إلا بشر مثلنا وإن نظنك لمن الكاذبين. فأسقط علينا كسفا من السماء إن كنت من الصادقين. قال ربي أعلم بما تعملون. فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم. إن في ذلك لآية وما كان أكثرهم مؤمنين. وإن ربك لهو العزيز الرحيم.,لماذا أهل الله قوم شعيب,كذب أصحاب الأيكة المرسلين
702,26:176-191_245,كذب أصحاب الأيكة المرسلين. إذ قال لهم شعيب ألا تتقون. إني لكم رسول أمين. فاتقوا الله وأطيعون. وما أسألكم عليه من أجر إن أجري إلا على رب العالمين. أوفوا الكيل ولا تكونوا من المخسرين. وزنوا بالقسطاس المستقيم. ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين. واتقوا الذي خلقكم والجبلة الأولين. قالوا إنما أنت من المسحرين. وما أنت إلا بشر مثلنا وإن نظنك لمن الكاذبين. فأسقط علينا كسفا من السماء إن كنت من الصادقين. قال ربي أعلم بما تعملون. فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم. إن في ذلك لآية وما كان أكثرهم مؤمنين. وإن ربك لهو العزيز الرحيم.,لماذا أهل الله قوم شعيب,قالوا إنما أنت من المسحرين
703,26:176-191_245,كذب أصحاب الأيكة المرسلين. إذ قال لهم شعيب ألا تتقون. إني لكم رسول أمين. فاتقوا الله وأطيعون. وما أسألكم عليه من أجر إن أجري إلا على رب العالمين. أوفوا الكيل ولا تكونوا من المخسرين. وزنوا بالقسطاس المستقيم. ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين. واتقوا الذي خلقكم والجبلة الأولين. قالوا إنما أنت من المسحرين. وما أنت إلا بشر مثلنا وإن نظنك لمن الكاذبين. فأسقط علينا كسفا من السماء إن كنت من الصادقين. قال ربي أعلم بما تعملون. فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم. إن في ذلك لآية وما كان أكثرهم مؤمنين. وإن ربك لهو العزيز الرحيم.,لماذا أهل الله قوم شعيب,ما أنت إلا بشر مثلنا وإن نظنك لمن الكاذبين
704,26:176-191_245,كذب أصحاب الأيكة المرسلين. إذ قال لهم شعيب ألا تتقون. إني لكم رسول أمين. فاتقوا الله وأطيعون. وما أسألكم عليه من أجر إن أجري إلا على رب العالمين. أوفوا الكيل ولا تكونوا من المخسرين. وزنوا بالقسطاس المستقيم. ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين. واتقوا الذي خلقكم والجبلة الأولين. قالوا إنما أنت من المسحرين. وما أنت إلا بشر مثلنا وإن نظنك لمن الكاذبين. فأسقط علينا كسفا من السماء إن كنت من الصادقين. قال ربي أعلم بما تعملون. فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم. إن في ذلك لآية وما كان أكثرهم مؤمنين. وإن ربك لهو العزيز الرحيم.,لماذا أهل الله قوم شعيب,أسقط علينا كسفا من السماء إن كنت من الصادقين
